plant name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,,Synthetic Accessibility
 annonamuricata,(+)-Muridienin 1,CCCCCCCCCCCCCC/C=C\CC/C=C\CCCCCCCCCCC1=C[C@@H](OC1=O)C,C35H62O2,514.87,37,0,0.8,27,2,0,168.11,26.3,6.08,7.62,11.74,2.67,8.12,6.1,-6.72,1.16E-04,1.89E-07,Poorly soluble,-10.33,2.87E-08,4.69E-11,Insoluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.63,1,4,1,2,3,0.55,0,0,3,7.49,
 annonamuricata,Muridienin 2,CCCCCCCCCCCCCC/C=C\CC/C=C\CCCCCCCCCCCCC1=C[C@@H](OC1=O)C,C37H66O2,542.92,39,0,0.81,29,2,0,177.72,26.3,6.08,7.62,12.52,2.67,8.12,6.1,-6.72,1.16E-04,1.89E-07,Poorly soluble,-10.33,2.87E-08,4.69E-11,Insoluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.63,1,4,1,2,3,0.55,0,0,3,7.49,
 annonamuricata,Murihexocin A,CCCCCCCCCCCC[C@H]([C@@H](CC[C@@H]([C@@H]1CC[C@H](O1)CCC[C@@H]([C@H](CC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O)O,C35H64O9,628.88,44,0,0.91,26,9,6,175,156.91,6.5,6.28,5,1.89,7.37,5.41,-5.98,6.59E-04,1.05E-06,Moderately soluble,-9.36,2.73E-07,4.33E-10,Poorly soluble,-5.49,2.02E-03,3.21E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-5.68,2,3,2,1,5,0.17,0,0,3,7.57,
 annonamuricata,Murihexocin B,CCCCCCCCCCCC[C@@H]([C@H](CC[C@@H]([C@@H]1CC[C@H](O1)CCC[C@@H]([C@H](CC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O)O,C35H64O9,628.88,44,0,0.91,26,9,6,175,156.91,6.18,6.28,5,1.89,7.37,5.34,-5.98,6.59E-04,1.05E-06,Moderately soluble,-9.36,2.73E-07,4.33E-10,Poorly soluble,-5.49,2.02E-03,3.21E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-5.68,2,3,2,1,5,0.17,0,0,3,7.57,
 annonamuricata,(+)-Neoannonin,CCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]1CC[C@@H](O1)[C@@H](CCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C35H62O6,578.86,41,0,0.91,23,6,2,169.32,85.22,7.14,10.15,8.11,4.26,9.14,7.76,-8.31,2.86E-06,4.95E-09,Poorly soluble,-11.87,7.75E-10,1.34E-12,Insoluble,-8.05,5.12E-06,8.85E-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-2.62,2,4,1,1,2,0.17,0,0,3,7.13,
 annonamuricata,Xylomaticin,CCCCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CCCC[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C37H68O7,624.93,44,0,0.92,28,7,4,182.29,116.45,7.22,9.5,7.84,3.81,9.74,7.62,-7.85,8.80E-06,1.41E-08,Poorly soluble,-11.85,8.73E-10,1.40E-12,Insoluble,-8.17,4.23E-06,6.76E-09,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.37,1,4,1,1,3,0.55,0,0,3,7.62,
 annonamuricata,(+)-Annocatalin,CCC[C@@H]([C@@H](CCCCCCCC[C@H]([C@H]1CC[C@@H](O1)CCCCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.47,8.42,7.06,3.46,8.88,6.86,-7.13,4.43E-05,7.43E-08,Poorly soluble,-10.73,1.10E-08,1.84E-11,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.96,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,(+)-cis-Corossolone,CCCCCCCCCCCC[C@H]([C@H]1CC[C@H](O1)[C@H](CCCCC(=O)CCCCCCCC1=C[C@@H](OC1=O)C)O)O,C35H62O6,578.86,41,0,0.89,26,6,2,170.55,93.06,7.29,9.44,8.3,4.16,9.96,7.83,-7.66,1.27E-05,2.19E-08,Poorly soluble,-11.3,2.89E-09,5.00E-12,Insoluble,-8.83,8.60E-07,1.49E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-3.13,2,4,1,1,2,0.17,0,0,3,6.9,
 annonamuricata,(+)-Muricin H,CCCCC[C@H]([C@H](CCCCCC[C@H]([C@H]1CC[C@@H](O1)CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O)O,C35H64O6,580.88,41,0,0.91,26,6,3,171.51,96.22,7.03,9.94,8.09,4.26,9.63,7.79,-7.99,5.98E-06,1.03E-08,Poorly soluble,-11.89,7.54E-10,1.30E-12,Insoluble,-8.35,2.59E-06,4.47E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.79,2,4,1,1,2,0.17,0,0,3,7.07,
 annonamuricata,Muricin I,CCCCC/C=C\CC[C@@H]([C@H](CCCC[C@H]([C@H]1CC[C@@H](O1)CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O)O,C37H66O6,606.92,43,0,0.86,27,6,3,180.65,96.22,7.68,10.28,8.65,4.52,10.32,8.29,-8.3,3.06E-06,5.04E-09,Poorly soluble,-12.24,3.50E-10,5.76E-13,Insoluble,-8.41,2.38E-06,3.93E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.7,2,4,1,1,3,0.17,0,1,3,7.3,
 annonamuricata,(+)-Muricin A,CCCCC[C@H]([C@@H](CCCCCC[C@@H]([C@@H]1CC[C@@H](O1)CCCCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.6,8.42,7.06,3.46,8.88,6.88,-7.13,4.43E-05,7.43E-08,Poorly soluble,-10.73,1.10E-08,1.84E-11,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.96,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,(+)-Muricin B,CCCCC[C@H]([C@H](CCCCCC[C@@H]([C@@H]1CC[C@@H](O1)CCCCCCCCCC[C@@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.73,8.42,7.06,3.46,8.88,6.91,-7.13,4.43E-05,7.43E-08,Poorly soluble,-10.73,1.10E-08,1.84E-11,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.96,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,Muricin C,CCCCCCC[C@H]([C@H](CC[C@@H]([C@@H]1CC[C@H](O1)CCCCCCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,5.88,8.78,7.06,3.46,8.88,6.81,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,No,-3.71,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,(+)-Muricin D,CCCCCCC[C@H]([C@H](CC[C@@H]([C@@H]1CC[C@@H](O1)CCCCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C33H60O7,568.83,40,0,0.91,24,7,4,163.06,116.45,5.86,7.7,6.28,3.09,8.02,6.19,-6.63,1.32E-04,2.32E-07,Poorly soluble,-9.99,5.86E-08,1.03E-10,Poorly soluble,-6.62,1.35E-04,2.37E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.3,1,4,1,1,2,0.55,0,0,3,7.08,
 annonamuricata,(+)-Muricin E,CCCCCCC[C@H]([C@H](CCCCC[C@@H]([C@@H]1CC[C@@H](O1)CCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C33H60O7,568.83,40,0,0.91,24,7,4,163.06,116.45,6.38,7.33,6.28,3.09,8.02,6.22,-6.4,2.26E-04,3.98E-07,Poorly soluble,-9.6,1.42E-07,2.49E-10,Poorly soluble,-6.62,1.35E-04,2.37E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.57,1,4,1,1,2,0.55,0,0,3,7.08,
 annonamuricata,(+)-Muricin F,CCCC[C@@H]([C@@H](C/C=C\CC[C@@H]([C@@H]1CC[C@H](O1)CCCCCCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H62O7,594.86,42,0,0.86,25,7,4,172.2,116.45,6.66,8.04,6.84,3.36,8.7,6.72,-6.94,6.78E-05,1.14E-07,Poorly soluble,-10.34,2.72E-08,4.57E-11,Insoluble,-6.68,1.24E-04,2.08E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.22,1,4,1,1,2,0.55,0,1,3,7.3,
 annonamuricata,(+)-Muricin G,CCCCCCCC/C=C\CC[C@@H]([C@@H]1CC[C@H](O1)[C@@H](CCCC[C@@H](CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H62O7,594.86,42,0,0.86,25,7,4,172.2,116.45,6.57,7.67,6.84,3.36,8.7,6.63,-6.71,1.16E-04,1.95E-07,Poorly soluble,-9.96,6.59E-08,1.11E-10,Poorly soluble,-6.68,1.24E-04,2.08E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.48,1,4,1,1,2,0.55,0,1,3,7.32,
 annonamuricata,Cohibin C,CCCCCCCCCCCC/C=C\CC[C@H]([C@@H](CCCCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C37H68O4,576.93,41,0,0.86,30,4,2,180.52,66.76,8.18,13.87,10.69,6.16,12.32,10.24,-10.18,3.86E-08,6.68E-11,Insoluble,-15.35,2.60E-13,4.51E-16,Insoluble,-10.61,1.43E-08,2.47E-11,Insoluble,Low,No,Yes,No,No,No,No,No,0.03,2,4,1,1,2,0.17,0,1,3,6.86,
 annonamuricata,Cohibin D,CCCCCCCCCCCCCC/C=C\CC[C@H]([C@@H](CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C37H68O4,576.93,41,0,0.86,30,4,2,180.52,66.76,7.93,13.87,10.69,6.16,12.32,10.19,-10.18,3.86E-08,6.68E-11,Insoluble,-15.35,2.60E-13,4.51E-16,Insoluble,-10.61,1.43E-08,2.47E-11,Insoluble,Low,No,Yes,No,No,No,No,No,0.03,2,4,1,1,2,0.17,0,1,3,6.86,
 annonamuricata,Annoreticuin-9-one,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CCCCCC(=O)CCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O,C35H62O7,594.86,42,0,0.89,26,7,3,171.71,113.29,6.74,7.91,7.27,3.36,9.2,6.9,-6.8,9.53E-05,1.60E-07,Poorly soluble,-10.14,4.32E-08,7.27E-11,Insoluble,-7.88,7.91E-06,1.33E-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.31,1,4,1,1,2,0.55,0,0,3,7.18,
 annonamuricata,Chatenaytrienin 1,CCCCCCCCCC/C=C\CC/C=C\CC/C=C\CCCCCCCCCCC1=C[C@@H](OC1=O)C,C35H60O2,512.85,37,0,0.74,26,2,0,167.63,26.3,6.74,7.91,11.52,3.36,9.2,6.9,-6.8,9.53E-05,1.60E-07,Poorly soluble,-10.14,4.32E-08,7.27E-11,Insoluble,-7.88,7.91E-06,1.33E-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.31,1,4,1,1,2,0.55,0,0,3,7.18,
 annonamuricata,Chatenaytrienin 2,CCCCCCCCCCCC/C=C\CC/C=C\CC/C=C\CCCCCCCCC1=C[C@@H](OC1=O)C,C35H60O2,512.85,37,0,0.74,26,2,0,167.63,26.3,6.74,7.91,11.52,3.36,9.2,6.9,-6.8,9.53E-05,1.60E-07,Poorly soluble,-10.14,4.32E-08,7.27E-11,Insoluble,-7.88,7.91E-06,1.33E-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.31,1,4,1,1,2,0.55,0,0,3,7.18,
 annonamuricata,Chatenaytrienin 3,CCCCCCCCCCCC/C=C\CC/C=C\CC/C=C\CCCCCCCCCCC1=C[C@@H](OC1=O)C,C37H64O2,540.9,39,0,0.76,28,2,0,177.25,26.3,6.74,7.91,12.3,3.36,9.2,6.9,-6.8,9.53E-05,1.60E-07,Poorly soluble,-10.14,4.32E-08,7.27E-11,Insoluble,-7.88,7.91E-06,1.33E-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.31,1,4,1,1,2,0.55,0,0,3,7.18,
 annonamuricata,Chatenaytrienin 4,CCCCCCCCCC/C=C\CC/C=C\CC/C=C\CCCCCCCCCCCCC1=C[C@@H](OC1=O)C,C37H64O2,540.9,39,0,0.76,28,2,0,177.25,26.3,6.74,7.91,12.3,3.36,9.2,6.9,-6.8,9.53E-05,1.60E-07,Poorly soluble,-10.14,4.32E-08,7.27E-11,Insoluble,-7.88,7.91E-06,1.33E-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.31,1,4,1,1,2,0.55,0,0,3,7.18,
 annonamuricata,(-)-Rollimusin,CCCCCC[C@@H](CCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]1CC[C@@H](O1)[C@@H](CCCC[C@H](CCCCCCCC1=C[C@H](OC1=O)C)O)O)O)O,C37H66O8,638.92,45,0,0.92,25,8,4,181.26,125.68,6,7.62,6.83,3.02,8.47,6.39,-6.95,7.14E-05,1.12E-07,Poorly soluble,-10.1,5.10E-08,7.98E-11,Insoluble,-6.92,7.68E-05,1.20E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.79,1,4,1,1,3,0.55,0,0,3,7.63,
 annonamuricata,(+)-cis-Panatellin,CCCCCCCCCCCCCC[C@H]([C@H]1CC[C@H](O1)[C@H](CCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C35H64O5,564.88,40,0,0.91,26,5,2,170.35,75.99,7.15,11.84,9.12,5.07,10.39,8.71,-9.09,4.64E-07,8.21E-10,Poorly soluble,-13.43,2.08E-11,3.69E-14,Insoluble,-9.3,2.82E-07,4.99E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.34,2,4,1,1,2,0.17,0,0,3,6.94,
 annonamuricata,cis-Reticulatacin,CCCCCCCCCCCC[C@H]([C@H]1CC[C@H](O1)[C@H](CCCCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C37H68O5,592.93,42,0,0.92,28,5,2,179.96,75.99,7.95,12.92,9.9,5.43,11.25,9.49,-9.81,9.23E-08,1.56E-10,Poorly soluble,-14.55,1.66E-12,2.79E-15,Insoluble,-10.07,4.99E-08,8.41E-11,Insoluble,Low,No,Yes,No,No,No,No,No,-0.74,2,4,1,1,2,0.17,0,0,3,7.2,
 annonamuricata,(+)-cis-Reticulatacin-10-one,CCCCCCCCCCCC[C@H]([C@H]1CC[C@H](O1)[C@H](CCCCCCC(=O)CCCCCCCC1=C[C@@H](OC1=O)C)O)O,C37H66O6,606.92,43,0,0.89,28,6,2,180.16,93.06,7.55,10.52,9.08,4.52,10.82,8.5,-8.38,2.52E-06,4.14E-09,Poorly soluble,-12.42,2.30E-10,3.78E-13,Insoluble,-9.6,1.52E-07,2.51E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.53,2,4,1,1,3,0.17,0,0,3,7.16,
 annonamuricata,cis-Solamin,CCCCCCCCCCCC[C@@H]([C@@H]1CC[C@@H](O1)[C@@H](CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C35H64O5,564.88,40,0,0.91,26,5,2,170.35,75.99,7.61,11.84,9.12,5.07,10.39,8.81,-9.09,4.64E-07,8.21E-10,Poorly soluble,-13.43,2.08E-11,3.69E-14,Insoluble,-9.3,2.82E-07,4.99E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.34,2,4,1,1,2,0.17,0,0,3,6.94,
 annonamuricata,(+)-cis-Uvariamicin I,CCCCCCCCCCCCCC[C@H]([C@H]1CC[C@H](O1)[C@H](CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C37H68O5,592.93,42,0,0.92,28,5,2,179.96,75.99,8.22,12.92,9.9,5.43,11.25,9.54,-9.81,9.23E-08,1.56E-10,Poorly soluble,-14.55,1.66E-12,2.79E-15,Insoluble,-10.07,4.99E-08,8.41E-11,Insoluble,Low,No,Yes,No,No,No,No,No,-0.74,2,4,1,1,2,0.17,0,0,3,7.2,
 annonamuricata,cis-Uvariamicin IV,CCCCCCCCCCCCCCCC[C@H]([C@H]1CC[C@H](O1)[C@H](CCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O,C37H68O5,592.93,42,0,0.92,28,5,2,179.96,75.99,7.76,12.92,9.9,5.43,11.25,9.45,-9.81,9.23E-08,1.56E-10,Poorly soluble,-14.55,1.66E-12,2.79E-15,Insoluble,-10.07,4.99E-08,8.41E-11,Insoluble,Low,No,Yes,No,No,No,No,No,-0.74,2,4,1,1,2,0.17,0,0,3,7.2,
 annonamuricata,(+)-Muricapentocin,CCCCCCCCCCCC[C@@H]([C@@H]1CC[C@H](O1)[C@H](CC[C@@H](CCC[C@@H](CCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O,C35H64O8,612.88,43,0,0.91,26,8,5,173.84,136.68,6.49,7.26,6.03,2.67,8.12,6.12,-6.5,1.95E-04,3.18E-07,Poorly soluble,-9.96,6.80E-08,1.11E-10,Poorly soluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.88,1,4,1,2,3,0.55,0,0,3,7.48,
 annonamuricata,(+)-Purpurenin,CCCCC[C@@H](CCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]1CC[C@@H](O1)[C@@H](CCCC[C@@H](CCCCCCCC1=C[C@@H](OC1=O)C)O)O)O)O,C37H66O8,638.92,45,0,0.92,25,8,4,181.26,125.68,7.26,7.44,6.83,3.02,8.47,6.61,-6.84,9.27E-05,1.45E-07,Poorly soluble,-9.91,7.84E-08,1.23E-10,Poorly soluble,-6.92,7.68E-05,1.20E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.91,1,4,1,1,3,0.55,0,0,3,7.63,
 annonamuricata,(+)-Anomuricine,COc1ccc(cc1)CC1NCCc2c1cc(OC)c(c2O)OC,C19H23NO4,329.39,24,12,0.37,5,5,2,96.58,59.95,2.99,2.87,2.14,1.75,3.51,2.65,-3.73,6.13E-02,1.86E-04,Soluble,-3.79,5.36E-02,1.63E-04,Soluble,-5.75,5.83E-04,1.77E-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.27,0,0,0,0,0,0.55,0,0,0,3.17,
 annonamuricata,(+)-Anomurine,COc1ccc(cc1)CC1NCCc2c1cc(OC)c(c2OC)OC,C20H25NO4,343.42,25,12,0.4,6,5,1,101.05,48.95,3.75,3.2,2.45,1.98,4.05,3.08,-3.94,3.90E-02,1.14E-04,Soluble,-3.9,4.33E-02,1.26E-04,Soluble,-6.45,1.23E-04,3.58E-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.12,0,0,0,0,0,0.55,0,0,0,3.3,
 annonamuricata,"(2,4-trans)-10R-annonacin-A-one",CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC1OC(=O)C(C1)CC(=O)C)O)O)O,C35H64O7,596.88,42,0,0.94,26,7,3,172.19,113.29,6.6,8.08,7.35,3.46,9.21,6.94,-6.92,7.26E-05,1.22E-07,Poorly soluble,-10.31,2.89E-08,4.84E-11,Insoluble,-7.89,7.65E-06,1.28E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.2,1,4,1,1,2,0.55,0,0,3,6.71,
 annonamuricata,"2,4-trans-Gigantetrocinone",CCCCCCCCCCCCCC[C@@H]([C@H](CC[C@H]([C@@H]1CC[C@H](O1)CCCCC[C@H]1OC(=O)[C@@H](C1)CC(=O)C)O)O)O,C35H64O7,596.88,42,0,0.94,26,7,3,172.19,113.29,6.9,8.45,7.35,3.46,9.21,7.07,-7.15,4.24E-05,7.11E-08,Poorly soluble,-10.7,1.19E-08,2.00E-11,Insoluble,-7.89,7.65E-06,1.28E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.94,1,4,1,1,2,0.55,0,0,3,6.75,
 annonamuricata,"2,4-trans-isoannonacin-10-one",CCCCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@@H](CCCCC(=O)CCCCC[C@H]1OC(=O)[C@@H](C1)CC(=O)C)O)O,C35H62O7,594.86,42,0,0.91,26,7,2,171.22,110.13,6.76,7.57,7.56,3.36,9.54,6.96,-6.58,1.56E-04,2.62E-07,Poorly soluble,-9.72,1.14E-07,1.91E-10,Poorly soluble,-8.37,2.54E-06,4.27E-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.55,1,4,1,1,2,0.55,0,0,3,6.53,
 annonamuricata,Annocatacin A,CCCCCCCCC[C@@H]([C@@H]1CC[C@H](O1)[C@@H]1CC[C@H](O1)CCCCCCCCCC[C@@H](CC1=C[C@@H](OC1=O)C)O)O,C35H62O6,578.86,41,0,0.91,23,6,2,169.32,85.22,6.58,9.78,8.11,4.26,9.14,7.57,-8.07,4.90E-06,8.47E-09,Poorly soluble,-11.49,1.88E-09,3.24E-12,Insoluble,-8.05,5.12E-06,8.85E-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-2.89,2,4,1,1,2,0.17,0,0,3,7.27,
 annonamuricata,Annocatacin B,CCCCCCCCC[C@@H]([C@@H]1CC[C@@H](O1)[C@H]1CC[C@@H](O1)CCCCCCCCCC[C@@H](CC1=C[C@@H](OC1=O)C)O)O,C35H62O6,578.86,41,0,0.91,23,6,2,169.32,85.22,6.97,9.78,8.11,4.26,9.14,7.65,-8.07,4.90E-06,8.47E-09,Poorly soluble,-11.49,1.88E-09,3.24E-12,Insoluble,-8.05,5.12E-06,8.85E-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-2.89,2,4,1,1,2,0.17,0,0,3,7.27,
 annonamuricata,Annoionol A,C[C@H](CC[C@H]1[C@H](C)[C@@H](O)[C@@H](CC1(C)C)O)O,C13H26O3,230.34,16,0,1,3,3,3,65.72,60.69,2.49,1.82,1.55,1.49,1.52,1.77,-2.22,1.40E+00,6.07E-03,Soluble,-2.71,4.45E-01,1.93E-03,Soluble,-1.3,1.15E+01,4.98E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.41,0,0,0,0,0,0.55,0,0,1,3.46,
 annonamuricata,Annoionol B,C[C@@H](/C=C/[C@@]1(O)[C@H](C)[C@@H](O)[C@@H](CC1(C)C)O)O,C13H24O4,244.33,17,0,0.85,2,4,4,66.44,80.92,1.98,0.3,0.44,0.49,0.86,0.81,-1.41,9.47E+00,3.87E-02,Very soluble,-1.56,6.70E+00,2.74E-02,Very soluble,-0.23,1.45E+02,5.93E-01,Soluble,High,No,Yes,No,No,No,No,No,-7.58,0,0,0,0,0,0.55,0,1,1,4.62,
 annonamuricata,Annoionoside,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)CC([C@@]([C@@H]2C)(O)/C=C/[C@H](O)C)(C)C)[C@@H]([C@H]([C@@H]1O)O)O,C19H34O9,406.47,28,0,0.89,5,9,7,98.83,160.07,1.37,-1.29,-1.73,-1.63,-1.01,-0.86,-1.22,2.46E+01,6.06E-02,Very soluble,-1.57,1.08E+01,2.67E-02,Very soluble,1.47,1.19E+04,2.92E+01,Soluble,Low,No,Yes,No,No,No,No,No,-9.7,1,1,1,1,2,0.55,0,1,1,6.08,
 annonamuricata,Annomuricatin A,OC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2N(C(=O)CNC(=O)[C@@H](NC1=O)C)CCC2)C(C)C,C27H38N6O7,558.63,40,6,0.56,4,7,6,166.08,186.04,1.61,0.44,-4.33,-1.62,-0.33,-0.85,-3.43,2.09E-01,3.74E-04,Soluble,-3.91,6.80E-02,1.22E-04,Soluble,-5.54,1.61E-03,2.88E-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-9.4,3,4,1,1,2,0.17,0,0,1,5.2,
 annonamuricata,Annomuricin E,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CCCC(C(CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O)O,C35H64O8,612.88,43,0,0.91,26,8,5,173.84,136.68,6.66,7.44,6.03,2.67,8.12,6.18,-6.61,1.50E-04,2.45E-07,Poorly soluble,-10.14,4.42E-08,7.21E-11,Insoluble,-6.45,2.19E-04,3.58E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.76,1,4,1,2,3,0.55,0,0,3,7.48,
 annonamuricata,Annonamine,COc1c(O)cc2c3c1c1ccccc1C[C@H]3[N+](CC2)(C)C,C19H22NO2,296.38,22,12,0.37,1,2,1,93.35,29.46,-0.69,3.12,2.59,-0.79,3.45,1.54,-3.98,3.10E-02,1.05E-04,Soluble,-3.41,1.16E-01,3.91E-04,Soluble,-6.16,2.06E-04,6.93E-07,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.89,0,0,0,0,0,0.55,0,1,0,3.5,
 annonamuricata,Arianacin,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CC[C@H](CCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.78,8.78,7.06,3.46,8.88,6.99,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.36,
 annonamuricata,atherosperminine,COc1cc(CCN(C)C)c2c(c1OC)c1ccccc1cc2,C20H23NO2,309.4,23,14,0.3,5,3,0,96.72,21.7,3.72,4.66,4.11,3.36,4.46,4.06,-4.81,4.74E-03,1.53E-05,Moderately soluble,-4.84,4.45E-03,1.44E-05,Moderately soluble,-6.91,3.82E-05,1.23E-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,No,-4.88,0,0,0,0,0,0.55,0,1,1,2.09,
